day,San_Lorenzo,Reyes,Sena,Santa_Rosa_Pando,Ixiamas,Porvenir,Nueva_Esperanza,Santa_Rosa_Beni,Bella_Flor,Puerto_Gonzalo_Moreno,Puerto_Rico,Bolpebra,Guayamerin,Riberalta,Exaltacion,Cobija,San_Pedro,Villa_Nueva,Santos_Mercado,Filadelfia,Ingavi
78,4374.610739291645,4667.0044496112805,3939.3523631766675,4370.764375821325,5131.631986962878,4538.559577282513,4511.171950067901,4116.548380570184,4464.335947145525,4317.477239565617,4432.703310433197,4526.423453081599,4281.017752624978,4317.482431163791,4363.335351529087,4519.422124862421,4493.642976917216,3825.92954787612,3732.6742047067196,4554.083448332742,4405.9204662322845
79,4378.877479669601,4671.271189989236,3943.6191035546235,4375.031116199282,5135.898727340835,4542.826317660469,4515.438690445857,4120.81512094814,4468.602687523481,4321.743979943574,4436.970050811153,4530.690193459556,4285.284493002934,4321.749171541746,4367.602091907044,4523.688865240377,4497.909717295172,3830.196288254076,3736.9409450846756,4558.350188710698,4410.1872066102405
80,4383.210100527016,4675.603810846651,3947.9517244120384,4379.363737056698,5140.23134819825,4547.158938517883,4519.771311303271,4125.147741805555,4472.9353083808965,4326.076600800989,4441.302671668568,4535.02281431697,4289.617113860349,4326.081792399162,4371.934712764459,4528.021486097791,4502.242338152588,3834.528909111491,3741.2735659420905,4562.682809568113,4414.519827467656
81,4387.607318014827,4680.001028334462,3952.348941899849,4383.760954544508,5144.628565686061,4551.556156005694,4524.168528791082,4129.5449592933655,4477.332525868706,4330.4738182887995,4445.699889156379,4539.420031804781,4294.014331348159,4330.479009886973,4376.33193025227,4532.418703585602,4506.639555640399,3838.926126599302,3745.670783429901,4567.080027055924,4418.917044955467
82,4392.067829142592,4684.461539462227,3956.8094530276144,4388.221465672273,5149.089076813825,4556.016667133459,4528.629039918847,4134.005470421131,4481.793036996472,4334.934329416565,4450.160400284144,4543.880542932547,4298.474842475925,4334.939521014738,4380.792441380035,4536.879214713368,4511.100066768164,3843.386637727067,3750.1312945576665,4571.540538183688,4423.377556083231
83,4396.590312164597,4688.984022484232,3961.331936049619,4392.7439486942785,5153.61155983583,4560.539150155464,4533.151522940852,4138.527953443136,4486.3155200184765,4339.45681243857,4454.682883306149,4548.403025954551,4302.9973254979295,4339.462004036743,4385.31492440204,4541.401697735372,4515.622549790169,3847.909120749072,3754.653777579671,4576.063021205694,4427.900039105237
84,4401.17342697152,4693.567137291155,3965.915050856542,4397.3270635012,5158.194674642753,4565.122264962387,4537.734637747776,4143.111068250059,4490.8986348254,4344.039927245492,4459.265998113072,4552.986140761474,4307.580440304852,4344.045118843666,4389.8980392089625,4545.984812542296,4520.2056645970915,3852.4922355559947,3759.236892386594,4580.646136012617,4432.48315391216
85,4405.815815487531,4698.209525807166,3970.5574393725537,4401.9694520172125,5162.837063158765,4569.764653478399,4542.377026263787,4147.7534567660705,4495.541023341411,4348.6823157615045,4463.908386629083,4557.628529277486,4312.222828820864,4348.687507359677,4394.5404277249745,4550.627201058307,4524.848053113103,3857.1346240720063,3763.879280902606,4585.288524528628,4437.125542428171
86,4410.516102072724,4702.9098123923595,3975.2577259577465,4406.669738602405,5167.537349743958,4574.464940063592,4547.07731284898,4152.453743351263,4500.241309926604,4353.382602346697,4468.608673214276,4562.328815862678,4316.923115406057,4353.38779394487,4399.240714310167,4555.3274876435,4529.548339698296,3861.8349106571995,3768.5795674877986,4589.988811113822,4441.8258290133645
87,4415.272893930743,4707.6666042503775,3980.014517815765,4411.426530460423,5172.294141601977,4579.22173192161,4551.834104706998,4157.210535209281,4504.998101784623,4358.139394204715,4473.365465072295,4567.085607720696,4321.679907264075,4358.144585802888,4403.997506168185,4560.084279501518,4534.305131556314,3866.5917025152175,3773.336359345817,4594.74560297184,4446.5826208713825
88,4420.0847815214975,4712.478491841132,3984.82640540652,4416.238418051178,5177.1060291927315,4584.033619512365,4556.645992297753,4162.022422800036,4509.809989375378,4362.95128179547,4478.1773526630495,4571.897495311452,4326.491794854831,4362.956473393643,4408.80939375894,4564.896167092274,4539.117019147069,3871.4035901059724,3778.148246936572,4599.557490562594,4451.394508462137
89,4424.950338978848,4717.344049298484,3989.6919628638707,4421.103975508529,5181.971586650081,4588.899176969716,4561.511549755104,4166.887980257387,4514.675546832728,4367.8168392528205,4483.042910120401,4576.7630527688025,4331.357352312181,4367.822030850994,4413.6749512162905,4569.761724549624,4543.98257660442,3876.2691475633237,3783.0138043939223,4604.423048019945,4456.260065919488
90,4429.868124533113,4722.2618348527485,3994.6097484181355,4426.021761062793,5186.889372204347,4593.816962523981,4566.429335309369,4171.805765811652,4519.593332386993,4372.734624807085,4487.960695674665,4581.680838323067,4336.275137866446,4372.739816405259,4418.592736770556,4574.679510103889,4548.900362158685,3881.186933117588,3787.9315899481876,4609.34083357421,4461.177851473753
91,4434.836680938296,4727.230391257932,3999.578304823319,4430.990317467977,5191.857928609529,4598.785518929164,4571.397891714552,4176.774322216836,4524.561888792176,4377.703181212269,4492.929252079848,4586.649394728251,4341.2436942716295,4377.708372810443,4423.561293175739,4579.648066509072,4553.868918563868,3886.1554895227714,3792.9001463533705,4614.309389979393,4466.146407878936
92,4439.854535903906,4732.248246223542,4004.596159788929,4436.008172433588,5196.87578357514,4603.803373894774,4576.415746680163,4181.792177182445,4529.579743757787,4382.72103617788,4497.947107045458,4591.667249693861,4346.26154923724,4382.726227776052,4428.57914814135,4584.665921474682,4558.886773529478,3891.1733444883816,3797.918001318981,4619.327244945003,4471.164262844546
93,4444.920202531222,4737.313912850857,4009.6618264162444,4441.073839060903,5201.941450202456,4608.86904052209,4581.481413307478,4186.857843809761,4534.645410385102,4387.786702805195,4503.012773672774,4596.732916321176,4351.327215864555,4387.791894403368,4433.644814768665,4589.731588101998,4563.952440156794,3896.2390111156974,3802.983667946297,4624.3929115723195,4476.229929471862
94,4450.032179753895,4742.425890073531,4014.773803638918,4446.185816283577,5207.0534274251295,4613.9810177447625,4586.593390530152,4191.969821032434,4539.757387607776,4392.898680027868,4508.1247508954475,4601.84489354385,4356.439193087229,4392.903871626042,4438.756791991339,4594.8435653246715,4569.064417379468,3901.350988338371,3808.09564516897,4629.504888794992,4481.341906694535
95,4455.18895278275,4747.582663102386,4019.9305766677726,4451.342589312431,5212.210200453984,4619.137790773618,4591.750163559007,4197.12659406129,4544.91416063663,4398.055453056723,4513.281523924302,4607.001666572705,4361.595966116083,4398.060644654896,4443.913565020193,4600.000338353526,4574.221190408322,3906.5077613672256,3813.252418197825,4634.661661823848,4486.4986797233905
96,4460.388993554646,4752.782703874282,4025.130617439668,4456.542630084326,5217.410241225879,4624.337831545513,4596.950204330902,4202.326634833185,4550.114201408526,4403.2554938286185,4518.481564696198,4612.2017073446,4366.796006887979,4403.260685426792,4449.113605792089,4605.200379125422,4579.4212311802185,3911.707802139121,3818.4524589697203,4639.861702595743,4491.698720495286
97,4465.630761185274,4758.024471504909,4030.3723850702972,4461.784397714956,5222.6520088565085,4629.579599176142,4602.191971961531,4207.568402463814,4555.355969039155,4408.497261459248,4523.7233323268265,4617.44347497523,4372.037774518608,4408.50245305742,4454.355373422717,4610.4421467560505,4584.662998810846,3916.94956976975,3823.6942266003493,4645.103470226371,4496.940488125914
98,4470.912702425762,4763.306412745398,4035.6543263107847,4467.066338955443,5227.933950096996,4634.861540416629,4607.473913202019,4212.850343704301,4560.637910279643,4413.779202699735,4529.005273567314,4622.725416215717,4377.319715759096,4413.784394297909,4459.637314663206,4615.724087996538,4589.944940051335,3922.2315110102377,3828.9761678408368,4650.385411466858,4502.222429366402
99,4476.233252122925,4768.62696244256,4040.9748760079474,4472.386888652607,5233.254499794159,4640.1820901137935,4612.794462899181,4218.170893401464,4565.958459976805,4419.099752396898,4534.325823264477,4628.04596591288,4382.640265456258,4419.104943995071,4464.957864360368,4621.044637693701,4595.265489748497,3927.5520607074004,3834.296717538,4655.7059611640225,4507.542979063565
100,4481.59083368306,4773.984544002696,4046.3324575680826,4477.744470212741,5238.612081354294,4645.539671673928,4618.152044459316,4223.528474961599,4571.31604153694,4424.457333957033,4539.683404824612,4633.403547473014,4387.997847016393,4424.462525555206,4470.315445920503,4626.402219253836,4600.6230713086325,3932.9096422675357,3839.6542990981347,4661.063542724158,4512.900560623701
101,4486.983859539127,4779.377569858762,4051.725483424149,4483.137496068808,5244.005107210361,4650.932697529995,4623.545070315383,4228.921500817666,4576.709067393007,4429.850359813099,4545.076430680679,4638.796573329081,4393.39087287246,4429.855551411273,4475.70847177657,4631.795245109903,4606.016097164699,3938.302668123602,3845.0473249542015,4666.456568580224,4518.293586479766
102,4492.410731621171,4784.804441940807,4057.1523555061935,4488.564368150852,5249.431979292405,4656.359569612039,4628.9719423974275,4234.348372899711,4582.135939475052,4435.277231895144,4550.503302762723,4644.223445411126,4398.817744954505,4435.282423493318,4481.135343858615,4637.222117191947,4611.442969246744,3943.7295402056466,3850.474197036246,4671.883440662269,4523.720458561812
103,4497.869841829875,4790.26355214951,4062.6114657148983,4494.023478359557,5254.8910895011095,4661.8186798207435,4634.431052606132,4239.807483108414,4587.595049683756,4440.736342103849,4555.9624129714275,4649.68255561983,4404.276855163209,4440.741533702021,4486.594454067319,4642.681227400652,4616.902079455447,3949.188650414351,3855.9333072449504,4677.342550870972,4529.179568770515
104,4503.359572513066,4795.753282832701,4068.1011963980886,4499.513209042747,5260.380820184299,4667.308410503933,4639.920783289323,4245.297213791605,4593.084780366947,4446.226072787039,4561.452143654618,4655.172286303021,4409.766585846399,4446.231264385212,4492.084184750509,4648.170958083842,4622.391810138637,3954.678381097541,3861.4230379281403,4682.832281554162,4534.669299453705
105,4508.878296945063,4801.272007264699,4073.619920830086,4505.0319334747455,5265.899544616297,4672.827134935932,4645.439507721319,4250.815938223603,4598.6035047989435,4451.744797219037,4566.970868086615,4660.691010735018,4415.2853102783965,4451.74998881721,4497.602909182507,4653.689682515839,4627.910534570636,3960.197105529539,3866.9417623601385,4688.351005986161,4540.188023885704
106,4514.424379808717,4806.818090128352,4079.166003693739,4510.578016338398,5271.44562747995,4678.373217799585,4650.985590584974,4256.362021087257,4604.149587662598,4457.29088008269,4572.516950950269,4666.237093598672,4420.83139314205,4457.296071680863,4503.14899204616,4659.2357653794925,4633.456617434289,3965.743188393192,3872.4878452237917,4693.897088849814,4545.734106749357
107,4519.996177679976,4812.389887999612,4084.737801564999,4516.149814209657,5277.0174253512105,4683.9450156708435,4656.557388456233,4261.933818958516,4609.721385533857,4462.862677953949,4578.0887488215285,4671.808891469931,4426.40319101331,4462.867869552123,4508.72078991742,4664.8075632507525,4639.028415305549,3971.314986264452,3878.0596430950513,4699.468886721073,4551.305904620617
108,4525.592039514887,4817.985749834522,4090.3336633999093,4521.745676044568,5282.613287186121,4689.540877505754,4662.153250291142,4267.5296807934255,4615.317247368767,4468.4585397888595,4583.684610656439,4677.404753304841,4431.999052848219,4468.463731387033,4514.31665175233,4670.403425085662,4644.624277140459,3976.910848099362,3883.6555049299614,4705.064748555984,4556.901766455527
109,4531.210307138815,4823.6040174584505,4095.951931023837,4527.363943668495,5288.231554810049,4695.159145129682,4667.771517915071,4273.147948417354,4620.935514992695,4474.076807412787,4589.302878280367,4683.023020928769,4437.617320472148,4474.081999010961,4519.934919376258,4676.021692709591,4650.242544764387,3982.52911572329,3889.273772553889,4710.683016179912,4562.5200340794545
110,4536.8493157378125,4829.243026057447,4101.590939622835,4533.002952267494,5293.870563409046,4700.7981537286805,4673.410526514069,4278.786957016352,4626.574523591692,4479.715816011786,4594.941886879365,4688.662029527767,4443.256329071145,4479.721007609958,4525.573927975255,4681.660701308588,4655.881553363384,3988.168124322288,3894.912781152887,4716.3220247789095,4568.159042678452
111,4542.507394351932,4834.901104671568,4107.249018236955,4538.661030881614,5299.528642023166,4706.4562323428,4679.068605128188,4284.4450356304715,4632.232602205812,4485.3738946259045,4600.599965493484,4694.3201081418865,4448.914407685265,4485.3790862240785,4531.2320065893755,4687.318779922708,4661.5396319775045,3993.8262029364078,3900.570859767007,4721.98010339303,4573.817121292573
112,4548.182866370369,4840.576576690005,4112.924490255391,4544.33650290005,5305.204114041602,4712.131704361237,4684.744077146625,4290.120507648909,4637.9080742242495,4491.049366644342,4606.275437511921,4699.995580160324,4454.5898797037025,4491.054558242516,4536.907478607813,4692.994251941145,4667.215103995942,3999.5016749548445,3906.246331785444,4727.655575411466,4579.492593311009
113,4553.874050028278,4846.267760347913,4118.6156739133,4550.027686557959,5310.8952976995115,4717.8228880191455,4690.435260804535,4295.811691306818,4643.599257882159,4496.740550302251,4611.96662116983,4705.686763818233,4460.281063361611,4496.745741900424,4542.598662265721,4698.685435599054,4672.90628765385,4005.1928586127533,3911.9375154433524,4733.346759069375,4585.183776968918
114,4559.579258905114,4851.97296922475,4124.320882790138,4555.732895434797,5316.600506576348,4723.528096895982,4696.140469681371,4301.516900183654,4649.304466758995,4502.445759179087,4617.671830046666,4711.391972695069,4465.986272238448,4502.450950777261,4548.303871142558,4704.39064447589,4678.611496530687,4010.89806748959,3917.6427243201892,4739.051967946212,4590.888985845755
115,4565.296802424362,4857.690512743998,4130.038426309384,4561.4504389540425,5322.318050095595,4729.245640415229,4701.858013200618,4307.234443702901,4655.022010278242,4508.1633026983345,4623.389373565914,4717.1095162143165,4471.703815757695,4508.1684942965085,4554.021414661805,4710.108187995138,4684.329040049934,4016.6156110088373,3923.360267839437,4744.769511465459,4596.606529365002
116,4571.024986354477,4863.418696674113,4135.7666102395,4567.178622884157,5328.046234025711,4734.973824345345,4707.586197130733,4312.962627633016,4660.750194208357,4513.8914866284495,4629.117557496029,4722.837700144431,4477.43199968781,4513.896678226623,4559.74959859192,4715.836371925253,4690.0572239800495,4022.343794938952,3929.0884517695517,4750.497695395574,4602.334713295117
117,4576.762113310941,4869.1558236305755,4141.503737195963,4572.915749840622,5333.783360982175,4740.710951301808,4713.323324087196,4318.699754589479,4666.487321164821,4519.628613584913,4634.854684452493,4728.574827100894,4483.169126644273,4519.633805183086,4565.486725548383,4721.573498881716,4695.794350936512,4028.080921895415,3934.8255787260146,4756.234822352038,4608.07184025158
118,4582.506483259216,4874.900193578852,4147.248107144239,4578.660119788898,5339.52773093045,4746.455321250083,4719.067694035472,4324.444124537756,4672.2316911130965,4525.372983533189,4640.599054400768,4734.319197049171,4488.91349659255,4525.378175131363,4571.23109549666,4727.317868829992,4701.538720884789,4033.8252918436915,3940.569948674291,4761.979192300314,4613.816210199857
119,4588.2563940185155,4880.6501043381495,4152.998017903537,4584.410030548196,5345.277641689749,4752.205232009383,4724.817604794772,4330.194035297054,4677.981601872395,4531.122894292488,4646.348965160068,4740.06910780847,4494.663407351848,4531.12808589066,4576.981006255958,4733.067779589291,4707.288631644086,4039.5752026029904,3946.3198594335895,4767.729103059612,4619.566120959154
120,4594.0101417661845,4886.40385208582,4158.751765651207,4590.163778295866,5351.0313894374185,4757.9589797570525,4730.571352542441,4335.947783044724,4683.735349620065,4536.876642040157,4652.1027129077365,4745.822855556139,4500.417155099518,4536.881833638331,4582.734754003628,4738.821527336961,4713.042379391757,4045.32895035066,3952.0736071812594,4773.482850807282,4625.319868706825
121,4599.766021542593,4892.159731862229,4164.507645427616,4595.919658072275,5356.787269213827,4763.71485953346,4736.327232318849,4341.703662821133,4689.4912293964735,4542.632521816567,4657.858592684145,4751.578735332548,4506.1730348759265,4542.63771341474,4588.490633780037,4744.577407113369,4718.798259168166,4051.084830127069,3957.829486957668,4779.238730583691,4631.075748483234
122,4605.522327756341,4897.916038075977,4170.263951641364,4601.675964286022,5362.543575427575,4769.471165747208,4742.083538532597,4347.4599690348805,4695.247535610221,4548.388828030314,4663.614898897893,4757.3350415462955,4511.929341089674,4548.3940196284875,4594.2469399937845,4750.333713327117,4724.554565381914,4056.8411363408163,3963.5857931714154,4784.995036797438,4636.832054696981
123,4611.277354689663,4903.671065009298,4176.018978574686,4607.430991219345,5368.298602360897,4775.226192680531,4747.83856546592,4353.214995968203,4701.002562543544,4554.143854963637,4669.369925831215,4763.090068479618,4517.684368022996,4554.149046561809,4600.001966927106,4756.0887402604385,4730.309592315235,4062.5961632741382,3969.340820104738,4790.75006373076,4642.587081630303
124,4617.029397003878,4909.423107323514,4181.771020888901,4613.183033533559,5374.050644675112,4780.978234994745,4753.590607780135,4358.967038282418,4706.754604857759,4559.895897277851,4675.12196814543,4768.842110793833,4523.436410337212,4559.901088876025,4605.754009241322,4761.840782574654,4736.061634629451,4068.3482055883537,3975.0928624189532,4796.502106044975,4648.339123944519
125,4622.776750244709,4915.1704605643445,4187.5183741297315,4618.93038677439,5379.797997915943,4786.725588235578,4759.337961020966,4364.714391523249,4712.501958098589,4565.643250518682,4680.869321386261,4774.589464034664,4529.183763578042,4565.648442116855,4611.501362482152,4767.588135815485,4741.808987870281,4074.0955588291845,3980.840215659784,4802.249459285807,4654.086477185349
126,4628.517711347351,4920.911421666986,4193.259335232374,4624.6713478770325,5385.538959018585,4792.466549338219,4765.078922123606,4370.45535262589,4718.242919201231,4571.3842116213245,4686.610282488903,4780.330425137306,4534.9247246806835,4571.389403219497,4617.242323584794,4773.329096918126,4747.549948972923,4079.836519931827,3986.581176762426,4807.990420388448,4659.827438287991
127,4634.25057914113,4926.644289460765,4198.992203026153,4630.404215670811,5391.271826812364,4798.1994171319975,4770.811789917386,4376.188220419669,4723.975786995011,4577.117079415103,4692.3431502826825,4786.063292931085,4540.657592474464,4577.122271013276,4622.975191378573,4779.0619647119065,4753.282816766702,4085.569387725606,3992.314044556205,4813.7232881822265,4665.56030608177
128,4639.973654853593,4932.367365173229,4204.715278738616,4636.1272913832745,5396.994902524827,4803.922492844461,4776.534865629849,4381.9112961321325,4729.698862707473,4582.840155127566,4698.066225995145,4791.786368643548,4546.380668186926,4582.84534672574,4628.6982670910365,4784.785040424369,4759.005892479166,4091.2924634380684,3998.037120268668,4819.446363894691,4671.283381794234
129,4645.685242613892,4938.078952933528,4210.426866498914,4641.838879143573,5402.706490285125,4809.63408060476,4782.246453390148,4387.622883892432,4735.4104504677725,4588.551742887865,4703.777813755444,4797.497956403847,4552.092255947226,4588.556934486039,4634.409854851336,4790.496628184668,4764.717480239464,4097.004051198367,4003.748708028967,4825.157951654989,4676.994969554532
130,4651.383649955309,4943.777360274945,4216.125273840332,4647.537286484991,5408.404897626543,4815.332487946176,4787.944860731565,4393.321291233849,4741.108857809189,4594.250150229282,4709.476221096861,4803.196363745264,4557.7906632886425,4594.255341827456,4640.108262192753,4796.195035526085,4770.415887580882,4102.702458539785,4009.447115370384,4830.856358996407,4682.69337689595
131,4657.067188316766,4949.460898636401,4221.808812201789,4653.220824846448,5414.088435988,4821.016026307633,4793.628399093022,4399.004829595305,4746.7923961706465,4599.933688590739,4715.159759458318,4808.879902106721,4563.4742016500995,4599.938880188912,4645.79180055421,4801.878573887542,4776.099425942338,4108.385996901242,4015.13065373184,4836.539897357863,4688.376915257406
132,4662.734173543186,4955.127883862822,4227.475797428209,4658.887810072867,5419.7554212144205,4826.683011534054,4799.295384319443,4404.671814821725,4752.459381397067,4605.600673817159,4720.8267446847385,4814.546887333141,4569.14118687652,4605.605865415333,4651.45878578063,4807.545559113963,4781.766411168759,4114.052982127662,4020.7976389582614,4842.206882584283,4694.043900483826
133,4668.382926384542,4960.776636704178,4233.124550269565,4664.5365629142225,5425.404174055776,4832.331764375409,4804.944137160798,4410.3205676630805,4758.108134238422,4611.2494266585145,4726.475497526094,4820.1956401744965,4574.789939717875,4611.254618256688,4657.107538621985,4813.194311955318,4787.4151640101145,4119.701734969018,4026.446391799617,4847.855635425639,4699.692653325182
134,4674.011772993459,4966.405483313093,4238.753396878481,4670.16540952314,5431.033020664692,4837.960610984326,4810.5729837697145,4415.949414271998,4763.7369808473395,4616.878273267432,4732.104344135011,4825.824486783413,4580.418786326791,4616.883464865604,4662.736385230901,4818.823158564233,4793.04401061903,4125.330581577933,4032.0752384085326,4853.484482034555,4705.321499934098
135,4679.619045421203,4972.012755740838,4244.360669306225,4675.772681950883,5436.640293092436,4843.56788341207,4816.180256197458,4421.5566866997415,4769.344253275083,4622.4855456951755,4737.711616562755,4831.4317592111565,4586.026058754535,4622.4907372933485,4668.343657658645,4824.430430991978,4798.651283046774,4130.937854005677,4037.6825108362764,4859.091754462299,4710.928772361842
136,4685.2030821119415,4977.596792431577,4249.944705996964,4681.356718641623,5442.224329783176,4849.151920102809,4821.764292888198,4427.14072339048,4774.928289965822,4628.069582385914,4743.295653253494,4837.015795901896,4591.610095445275,4628.074773984087,4673.927694349385,4830.014467682718,4804.235319737513,4136.521890696417,4043.2665475270164,4864.6757911530385,4716.512809052581
137,4690.762228395088,4983.155938714724,4255.503852280111,4686.915864924769,5447.783476066322,4854.711066385956,4827.323439171344,4432.699869673627,4780.487436248968,4633.628728669061,4748.85479953664,4842.574942185043,4597.169241728421,4633.633920267234,4679.486840632531,4835.573613965864,4809.79446602066,4142.081036979564,4048.825693810163,4870.234937436186,4722.0719553357285
138,4696.294836975626,4988.68854729526,4261.036460860648,4692.448473505306,5453.316084646859,4860.243674966493,4832.856047751881,4438.2324782541655,4786.020044829506,4639.161337249598,4754.387408117178,4848.1075507655805,4602.7018503089585,4639.1665288477725,4685.019449213069,4841.106222546402,4815.327074601196,4147.613645560101,4054.358302390699,4875.767546016723,4727.604563916266
139,4701.7992684222245,4994.19297874186,4266.540892307246,4697.952904951905,5458.820516093458,4865.748106413092,4838.360479198481,4443.736909700763,4791.524476276105,4644.665768696197,4759.891839563777,4853.611982212179,4608.206281755558,4644.670960294371,4690.523880659668,4846.610653993001,4820.831506047796,4153.118077006699,4059.8627338372994,4881.2719774633215,4733.108995362864
140,4707.273891653055,4999.667601972691,4272.015515538078,4703.427528182736,5464.295139324289,4871.222729643922,4843.8351024293115,4449.211532931595,4796.999099506936,4650.140391927028,4765.366462794607,4859.08660544301,4613.680904986389,4650.145583525202,4695.998503890499,4852.085277223831,4826.306129278628,4158.592700237531,4065.33735706813,4886.746600694152,4738.583618593696
141,4712.717084419099,5005.110794738734,4277.4587083041215,4708.87072094878,5469.738332090333,4876.665922409966,4849.278295195355,4454.654725697637,4802.442292272979,4655.583584693071,4770.809655560651,4864.529798209053,4619.124097752432,4655.588776291244,4701.441696656542,4857.528469989875,4831.74932204467,4164.0358930035745,4070.780549834173,4892.189793460196,4744.0268113597385
142,4718.127233784869,5010.520944104504,4282.868857669891,4714.28087031455,5475.148481456103,4882.076071775736,4854.688444561125,4460.064875063408,4807.852441638749,4660.993734058841,4776.219804926421,4869.939947574823,4624.534247118202,4660.998925657015,4706.851846022312,4862.938619355645,4837.159471410441,4169.4460423693445,4076.1906991999435,4897.5999428259665,4749.436960725509
143,4723.502736606345,5015.896446925979,4288.244360491367,4719.656373136026,5480.523984277578,4887.451574597212,4860.0639473826,4465.440377884884,4813.2279444602245,4666.369236880318,4781.595307747897,4875.315450396299,4629.909749939677,4666.374428478491,4712.227348843787,4868.31412217712,4842.534974231916,4174.821545190819,4081.5662020214186,4902.975445647441,4754.812463546984
144,4728.842000006029,5021.235710325663,4293.583623891051,4724.995636535709,5485.863247677262,4892.790837996896,4865.403210782285,4470.779641284567,4818.567207859909,4671.708500280001,4786.934571147581,4880.654713795983,4635.249013339361,4671.713691878173,4717.566612243471,4873.653385576804,4847.8742376315995,4180.160808590504,4086.9054654211022,4908.314709047125,4760.151726946668
145,4734.143441844944,5026.53715216458,4298.885065729966,4730.297078374625,5491.1646895161775,4898.0922798358115,4870.704652621201,4476.081083123484,4823.868649698825,4677.009942118917,4792.2360129864965,4885.956155634899,4640.550455178278,4677.015133717091,4722.868054082388,4878.9548274157205,4853.175679470516,4185.462250429419,4092.2069072600193,4913.616150886041,4765.453168785584
146,4739.405491191461,5031.799201511096,4304.147115076483,4735.5591277211415,5496.426738862694,4903.354329182328,4875.966701967717,4481.3431324700005,4829.130699045341,4682.2719914654335,4797.498062333013,4891.2182049814155,4645.812504524793,4682.277183063607,4728.130103428904,4884.216876762236,4858.437728817033,4190.724299775936,4097.468956606535,4918.878200232558,4770.715218132101
147,4744.626588786792,5037.020299106427,4309.368212671814,4740.780225316473,5501.647836458025,4908.575426777659,4881.1877995630475,4486.564230065331,4834.351796640673,4687.493089060765,4802.719159928344,4896.439302576746,4651.033602120125,4687.498280658938,4733.351201024235,4889.437974357567,4863.658826412364,4195.945397371266,4102.690054201866,4924.099297827888,4775.936315727431
148,4749.8051875070405,5042.198897826676,4314.546811392063,4745.958824036721,5506.826435178274,4913.7540254979085,4886.366398283297,4491.74282878558,4839.530395360921,4692.671687781013,4807.897758648593,4901.617901296995,4656.212200840374,4692.676879379187,4738.529799744484,4894.616573077817,4868.837425132613,4201.123996091515,4107.868652922115,4929.2778965481375,4781.11491444768
149,4754.9397528216405,5047.333463141276,4319.681376706664,4751.093389351323,5511.9610004928745,4918.888590812509,4891.500963597897,4496.877394100181,4844.664960675521,4697.806253095614,4813.0323239631925,4906.752466611596,4661.346766154974,4697.811444693787,4743.664365059084,4899.751138392417,4873.971990447213,4206.258561406116,4113.003218236716,4934.412461862738,4786.249479762281
150,4760.0287632480795,5052.422473567714,4324.770387133101,4756.18239977776,5517.050010919313,4923.977601238947,4896.589974024336,4501.966404526619,4849.75397110196,4702.895263522052,4818.121334389632,4911.841477038034,4666.435776581412,4702.900455120225,4748.753375485522,4904.840148818855,4879.061000873651,4211.347571832554,4118.092228663154,4939.5014722891765,4791.338490188719
151,4765.0707108027345,5057.46442112237,4329.812334687757,4761.224347332416,5522.091958473969,4929.019548793603,4901.631921578991,4507.008352081274,4854.795918656615,4707.937211076707,4823.163281944287,4916.883424592689,4671.477724136068,4707.942402674881,4753.795323040178,4909.882096373511,4884.102948428307,4216.38951938721,4123.13417621781,4944.543419843832,4796.380437743375
152,4770.064101447733,5062.457811767369,4334.805725332757,4766.217737977416,5527.085349118967,4934.012939438601,4906.62531222399,4512.001742726273,4859.789309301614,4712.930601721706,4828.156672589286,4921.876815237688,4676.471114781067,4712.93579331988,4758.788713685177,4914.875487018509,4889.096339073306,4221.382910032209,4128.127566862809,4949.536810488831,4801.373828388374
153,4775.007455533662,5067.401165853296,4339.749079418684,4771.161092063343,5532.0287032048955,4938.956293524529,4911.568666309919,4516.945096812201,4864.732663387542,4717.873955807635,4833.100026675214,4926.820169323617,4681.414468866995,4717.879147405807,4763.732067771105,4919.8188411044375,4894.039693159233,4226.326264118137,4133.070920948736,4954.480164574758,4806.317182474301
154,4779.899308238017,5072.293018557652,4344.640932123039,4776.052944767698,5536.920555909251,4943.848146228884,4916.460519014273,4521.836949516556,4869.624516091897,4722.765808511989,4837.991879379569,4931.712022027971,4686.30632157135,4722.771000110163,4768.62392047546,4924.710693808793,4898.931545863589,4231.218116822492,4137.962773653092,4959.3720172791145,4811.209035178657
155,4784.738209999267,5077.131920318903,4349.47983388429,4780.891846528949,5541.759457670501,4948.687047990136,4921.299420775524,4526.675851277807,4874.463417853148,4727.604710273241,4842.830781140819,4936.550923789222,4691.145223332601,4727.609901871414,4773.462822236711,4929.5495955700435,4903.77044762484,4236.057018583743,4142.801675414343,4964.210919040365,4816.047936939908
156,4789.522726946391,5081.916437266026,4354.264350831413,4785.676363476072,5546.543974617624,4953.471564937258,4926.0839377226475,4531.46036822493,4879.247934800272,4732.389227220364,4847.615298087943,4941.335440736346,4695.929740279724,4732.394418818537,4778.247339183834,4934.334112517167,4908.554964571962,4240.841535530866,4147.586192361465,4968.995435987487,4820.83245388703
