day,San_Lorenzo,Reyes,Sena,Santa_Rosa_Pando,Ixiamas,Porvenir,Nueva_Esperanza,Santa_Rosa_Beni,Bella_Flor,Puerto_Gonzalo_Moreno,Puerto_Rico,Bolpebra,Guayamerin,Riberalta,Exaltacion,Cobija,San_Pedro,Villa_Nueva,Santos_Mercado,Filadelfia,Ingavi
157,4794.251441323754,5086.64515164339,4358.993065208777,4790.4050778534365,5551.272688994988,4958.200279314623,4930.812652100011,4536.189082602295,4883.9766491776345,4737.117941597728,4852.344012465306,4946.06415511371,4700.6584546570875,4737.123133195901,4782.976053561198,4939.06282689453,4913.283678949327,4245.57024990823,4152.314906738829,4973.724150364852,4825.561168264395
158,4798.922951911238,5091.316662230873,4363.664575796261,4795.076588440919,5555.944199582472,4962.871789902105,4935.484162687493,4540.860593189776,4888.648159765118,4741.789452185211,4857.01552305279,4950.7356657011915,4705.32996524457,4741.794643783383,4787.64756414868,4943.734337482013,4917.9551895368095,4250.241760495713,4156.986417326312,4978.395660952335,4830.232678851878
159,4803.5358744394325,5095.929584759068,4368.277498324455,4799.689510969114,5560.557122110667,4967.4847124303005,4940.09708521569,4545.473515717973,4893.261082293313,4746.402374713406,4861.6284455809855,4955.348588229388,4709.942887772766,4746.407566311579,4792.260486676876,4948.347260010209,4922.568112065005,4254.854683023908,4161.599339854508,4983.00858348053,4834.845601380073
160,4808.088841999838,5100.482552319474,4372.830465884862,4804.242478529521,5565.110089671072,4972.037679990706,4944.6500527760945,4550.026483278378,4897.814049853719,4750.955342273812,4866.18141314139,4959.901555789793,4714.495855333172,4750.960533871985,4796.813454237282,4952.900227570614,4927.121079625411,4259.407650584314,4166.152307414914,4987.561551040936,4839.398568940479
161,4812.580505449906,5104.974215769542,4377.32212933493,4808.7341419795885,5569.60175312114,4976.529343440775,4949.141716226163,4554.5181467284465,4902.305713303786,4755.44700572388,4870.673076591459,4964.3932192398615,4718.9875187832395,4755.452197322053,4801.30511768735,4957.391891020682,4931.612743075479,4263.899314034382,4170.643970864981,4992.053214491004,4843.890232390547
162,4817.0095338128185,5109.403244132454,4381.751157697841,4813.163170342499,5574.030781484053,4980.9583718036865,4953.570744589075,4558.947175091358,4906.734741666699,4759.876034086791,4875.102104954371,4968.822247602773,4723.416547146152,4759.881225684965,4805.734146050262,4961.820919383595,4936.041771438391,4268.328342397294,4175.072999227894,4996.4822428539155,4848.319260753459
163,4821.374614671885,5113.76832499152,4386.116238556907,4817.5282512015665,5578.395862343118,4985.323452662753,4957.935825448141,4563.3122559504245,4911.099822525765,4764.241114945858,4879.467185813437,4973.18732846184,4727.7816280052175,4764.246306544031,4810.099226909328,4966.18600024266,4940.406852297457,4272.69342325636,4179.438080086959,5000.847323712982,4852.684341612525
164,4825.67445455944,5118.068164879076,4390.416078444463,4821.828091089121,5582.695702230674,4989.623292550308,4962.2356653356965,4567.61209583798,4915.399662413321,4768.540954833413,4883.767025700992,4977.487168349395,4732.081467892774,4768.546146431587,4814.399066796884,4970.485840130216,4944.706692185013,4276.993263143916,4183.737919974515,5005.147163600537,4856.984181500081
165,4829.9077793401275,5122.301489659763,4394.649403225149,4826.061415869809,5586.929027011361,4993.856617330995,4966.468990116385,4571.845420618666,4919.632987194007,4772.774279614101,4888.00035048168,4981.720493130081,4736.314792673461,4772.779471212272,4818.632391577569,4974.719164910902,4948.9400169657,4281.2265879246015,4187.971244755203,5009.380488381224,4861.217506280766
166,4834.073334588451,5126.467044908087,4398.814958473474,4830.226971118133,5591.094582259685,4998.02217257932,4970.634545364707,4576.0109758669905,4923.798542442331,4776.9398348624245,4892.165905730003,4985.886048378406,4740.480347921784,4776.945026460598,4822.7979468258945,4978.884720159227,4953.105572214024,4285.392143172927,4192.136800003526,5013.546043629549,4865.383061529092
167,4838.169885960492,5130.563596280128,4402.911509845516,4834.323522490175,5595.191133631726,5002.11872395136,4974.731096736748,4580.107527239032,4927.895093814373,4781.036386234465,4896.262457102044,4989.982599750447,4744.576899293826,4781.041577832639,4826.894498197936,4982.981271531268,4957.202123586065,4289.488694544968,4196.2333513755675,5017.64259500159,4869.479612901133
168,4842.196219559669,5134.589929879305,4406.937843444691,4838.34985608935,5599.217467230902,5006.145057550537,4978.757430335925,4584.133860838208,4931.921427413549,4785.0627198336415,4900.288790701221,4994.0089333496235,4748.603232893002,4785.067911431815,4830.9208317971115,4987.007605130445,4961.228457185241,4293.515028144144,4200.259684974743,5021.668928600766,4873.505946500309
169,4846.151142296439,5138.544852616074,4410.892766181461,4842.30477882612,5603.172389967673,5010.099980287307,4982.712353072695,4588.088783574978,4935.876350150319,4789.017642570411,4904.243713437991,4997.963856086393,4752.558155629772,4789.022834168585,4834.875754533882,4990.962527867215,4965.183379922011,4297.469950880914,4204.214607711513,5025.623851337536,4877.460869237078
170,4850.033482241841,5142.427192561477,4414.775106126864,4846.187118771522,5607.054729913075,5013.982320232709,4986.594693018097,4591.97112352038,4939.758690095721,4792.8999825158135,4908.126053383393,5001.846196031795,4756.440495575174,4792.905174113987,4838.758094479284,4994.844867812617,4969.0657198674135,4301.352290826317,4208.096947656916,5029.506191282939,4881.343209182482
171,4853.842088974762,5146.235799294398,4418.583712859784,4849.995725504443,5610.863336645995,5017.790926965629,4990.4032997510185,4595.779730253301,4943.567296828643,4796.708589248735,4911.934660116314,5005.654802764717,4760.249102308096,4796.713780846909,4842.566701212206,4998.653474545538,4972.874326600334,4305.160897559237,4211.905554389837,5033.314798015859,4885.151815915401
172,4857.5758339228305,5149.969544242465,4422.317457807853,4853.729470452512,5614.597081594064,5021.5246719136985,4994.137044699087,4599.51347520137,4947.301041776711,4800.442334196803,4915.6684050643835,5009.388547712785,4763.982847256163,4800.447525794976,4846.300446160273,5002.387219493606,4976.608071548402,4308.894642507305,4215.639299337905,5037.0485429639275,4888.88556086347
173,4861.233610696839,5153.627321016474,4425.975234581861,4857.387247226519,5618.254858368072,5025.182448687706,4997.794821473095,4603.171251975377,4950.958818550719,4804.100110970811,4919.326181838391,5013.046324486793,4767.640624030171,4804.105302568985,4849.958222934281,5006.044996267614,4980.26584832241,4312.552419281314,4219.297076111913,5040.706319737935,4892.543337637478
174,4864.814335418584,5157.20804573822,4429.555959303607,4860.9679719482665,5621.835583089818,5028.763173409453,5001.375546194841,4606.7519766971245,4954.5395432724645,4807.680835692558,4922.906906560136,5016.62704920854,4771.2213487519175,4807.686027290731,4853.538947656028,5009.62572098936,4983.846573044157,4316.13314400306,4222.877800833659,5044.287044459682,4896.124062359225
175,4868.316947042058,5160.710657361694,4433.058570927081,4864.47058357174,5625.338194713292,5032.265785032925,5004.878157818314,4610.254588320597,4958.042154895938,4811.183447316031,4926.40951818361,5020.129660832013,4774.7239603753915,4811.188638914205,4857.041559279502,5013.128332612834,4987.349184667631,4319.635755626534,4226.380412457133,5047.789656083155,4899.626673982698
176,4871.7404076678395,5164.134117987475,4436.482031552862,4867.894044197521,5628.7616553390735,5035.6892456587075,5008.301618444097,4613.678048946379,4961.46561552172,4814.606907941813,4929.8329788093915,5023.553121457795,4778.147421001173,4814.612099539985,4860.465019905283,5016.551793238616,4990.772645293411,4323.059216252315,4229.803873082915,5051.2131167089365,4903.050134608479
177,4875.083702850663,5167.477413170299,4439.825326735686,4871.237339380344,5632.104950521897,5039.03254084153,5011.644913626919,4617.021344129203,4964.808910704543,4817.950203124636,4933.176273992215,5026.896416640618,4781.4907161839965,4817.95539472281,4863.808315088107,5019.895088421439,4994.115940476236,4326.402511435139,4233.147168265738,5054.556411891761,4906.393429791304
178,4878.345841900013,5170.7395522196475,4443.0874657850345,4874.499478429693,5635.367089571246,5042.29467989088,5014.907052676268,4620.283483178551,4968.071049753893,4821.212342173985,4936.438413041565,5030.158555689966,4784.752855233345,4821.217533772158,4867.070454137454,5023.157227470788,4997.378079525583,4329.664650484487,4236.409307315086,5057.818550941109,4909.6555688406515
179,4881.5258581736825,5173.9195684933175,4446.267482058704,4877.679494703363,5638.547105844916,5045.47469616455,5018.087068949938,4623.463499452221,4971.251066027563,4824.392358447655,4939.618429315235,5033.338571963636,4787.932871507015,4824.397550045828,4870.250470411124,5026.337243744458,5000.558095799253,4332.844666758157,4239.589323588756,5060.998567214779,4912.8355851143215
180,4884.622809364219,5177.016519683855,4449.364433249242,4880.776445893901,5641.644057035453,5048.571647355087,5021.184020140476,4626.560450642759,4974.3480172181,4827.489309638192,4942.7153805057715,5036.435523154174,4791.029822697553,4827.494501236366,4873.347421601663,5029.4341949349955,5003.655046989792,4335.941617948695,4242.686274779295,5064.095518405317,4915.93253630486
181,4887.635777778153,5180.029488097788,4452.377401663176,4883.789414307835,5644.657025449387,5051.584615769021,5024.196988554409,4629.573419056692,4977.360985632034,4830.502278052127,4945.728348919705,5039.448491568107,4794.042791111486,4830.507469650299,4876.360390015596,5032.447163348928,5006.668015403725,4338.954586362628,4245.699243193228,5067.10848681925,4918.945504718793
182,4890.563870607914,5182.957580927548,4455.305494492936,4886.717507137595,5647.5851182791475,5054.5127085987815,5027.12508138417,4632.501511886453,4980.289078461794,4833.430370881887,4948.6564417494665,5042.376584397868,4796.970883941246,4833.435562480059,4879.288482845356,5035.375256178689,5009.596108233485,4341.882679192388,4248.627336022988,5070.0365796490105,4921.873597548553
183,4893.406220196403,5185.799930516038,4458.147844081426,4889.559856726085,5650.427467867637,5057.355058187271,5029.96743097266,4635.343861474943,4983.131428050284,4836.272720470376,4951.4987913379555,5045.218933986358,4799.813233529736,4836.277912068549,4882.130832433846,5038.217605767179,5012.438457821975,4344.725028780878,4251.469685611478,5072.8789292375,4924.715947137043
184,4896.161984294095,5188.55569461373,4460.903608179118,4892.315620823776,5653.1832319653295,5060.1108222849625,5032.723195070351,4638.099625572634,4985.887192147976,4839.028484568068,4954.2545554356475,5047.97469808405,4802.568997627429,4839.033676166241,4884.886596531538,5040.9733698648715,5015.194221919667,4347.48079287857,4254.225449709169,5075.6346933351915,4927.471711234735
185,4898.830346308613,5191.224056628249,4463.571970193636,4894.983982838294,5655.851593979847,5062.77918429948,5035.391557084869,4640.767987587153,4988.5555541624935,4841.696846582586,4956.922917450165,5050.643060098568,4805.237359641947,4841.70203818076,4887.554958546057,5043.641731879389,5017.862583934186,4350.149154893089,4256.8938117236885,5078.303055349711,4930.140073249254
186,4901.410515546706,5193.804225866341,4466.152139431729,4897.5641520763875,5658.43176321794,5065.359353537573,5037.971726322961,4643.348156825245,4991.135723400586,4844.277015820679,4959.503086688258,5053.22322933666,4807.8175288800385,4844.282207418852,4890.135127784149,5046.221901117481,5020.442753172278,4352.729324131182,4259.47398096178,5080.883224587803,4932.720242487346
187,4903.901727448541,5196.295437768175,4468.643351333564,4900.055363978222,5660.922975119775,5067.850565439409,5040.462938224797,4645.839368727081,4993.626935302422,4846.768227722514,4961.994298590093,5055.714441238497,4810.308740781873,4846.773419320687,4892.626339685985,5048.7131130193175,5022.933965074112,4355.220536033017,4261.965192863615,5083.374436489638,4935.211454389181
188,4906.303243814269,5198.696954133904,4471.044867699292,4902.456880343951,5663.324491485502,5070.252081805137,5042.864454590525,4648.240885092809,4996.028451668149,4849.169744088242,4964.395814955821,5058.115957604224,4812.710257147602,4849.174935686415,4895.027856051712,5051.114629385044,5025.335481439841,4357.622052398744,4264.3667092293435,5085.775952855366,4937.612970754909
189,4908.614353022761,5201.008063342397,4473.355976907784,4904.7679895524425,5665.635600693995,5072.563191013629,5045.175563799017,4650.5519943013005,4998.339560876641,4851.4808532967345,4966.706924164313,5060.4270668127165,4815.021366356094,4851.4860448949075,4897.3389652602045,5053.425738593537,5027.646590648334,4359.933161607237,4266.677818437836,5088.087062063859,4939.924079963402
190,4910.834370242481,5203.228080562117,4475.575994127503,4906.9880067721615,5667.855617913714,5074.783208233349,5047.395581018737,4652.77201152102,5000.559578096361,4853.7008705164535,4968.926941384033,5062.6470840324355,4817.241383575814,4853.7060621146275,4899.5589824799235,5055.645755813257,5029.866607868053,4362.153178826956,4268.897835657555,5090.307079283578,4942.144097183121
191,4912.962637634415,5205.356347954051,4477.704261519438,4909.116274164096,5669.983885305649,5076.911475625282,5049.523848410671,4654.9002789129545,5002.687845488295,4855.829137908388,4971.055208775967,5064.77535142437,4819.369650967748,4855.8343295065615,4901.6872498718585,5057.774023205191,5031.994875259988,4364.281446218891,4271.026103049489,5092.435346675512,4944.272364575056
192,4914.9985245470025,5207.392234866638,4479.740148432025,4911.152161076684,5672.0197722182365,5078.9473625378705,5051.55973532326,4656.936165825542,5004.723732400883,4857.865024820976,4973.091095688555,5066.811238336958,4821.405537880336,4857.870216419148,4903.723136784446,5059.809910117779,5034.030762172574,4366.317333131478,4273.061989962078,5094.4712335880995,4946.308251487642
193,4916.941427703015,5209.3351380226495,4481.683051588037,4913.095064232696,5673.962675374249,5080.890265693882,5053.50263847927,4658.879068981553,5006.666635556895,4859.807927976988,4975.033998844567,5068.754141492968,4823.348441036347,4859.81311957516,4905.666039940457,5061.75281327379,5035.973665328586,4368.2602362874895,4275.004893118089,5096.414136744112,4948.251154643654
194,4918.7907713783125,5211.184481697948,4483.532395263335,4914.944407907994,5675.8120190495465,5082.7396093691805,5055.351982154569,4660.728412656852,5008.515979232193,4861.657271652286,4976.8833425198645,5070.603485168268,4825.197784711646,4861.662463250459,4907.515383615756,5063.602156949089,5037.823009003885,4370.109579962788,4276.854236793388,5098.26348041941,4950.100498318953
195,4920.546007572455,5212.939717892091,4485.287631457478,4916.6996441021365,5677.567255243689,5084.494845563323,5057.107218348712,4662.4836488509945,5010.271215426335,4863.4125078464285,4978.638578714007,5072.3587213624105,4826.953020905788,4863.417699444602,4909.270619809899,5065.357393143231,5039.578245198028,4371.864816156931,4278.60947298753,5100.018716613552,4951.855734513095
196,4922.206616171076,5214.600326490711,4486.948240056098,4918.360252700757,5679.2278638423095,5086.155454161944,5058.767826947333,4664.144257449616,5011.931824024957,4865.073116445049,4980.299187312628,5074.019329961031,4828.613629504409,4865.078308043223,4910.931228408519,5067.0180017418525,5041.238853796648,4373.525424755551,4280.270081586151,5101.679325212173,4953.516343111716
197,4923.772105100009,5216.165815419644,4488.513728985032,4919.9257416296905,5680.793352771243,5087.720943090877,5060.333315876265,4665.709746378548,5013.497312953889,4866.6386053739825,4981.864676241561,5075.584818889964,4830.179118433342,4866.643796972155,4912.4967173374525,5068.583490670785,5042.804342725581,4375.090913684485,4281.835570515083,5103.244814141106,4955.081832040649
198,4925.242010471099,5217.635720790734,4489.983634356122,4921.395647000781,5682.263258142333,5089.190848461967,5061.8032212473545,4667.179651749639,5014.967218324979,4868.108510745073,4983.334581612651,5077.054724261054,4831.649023804432,4868.113702343245,4913.966622708542,5070.053396041874,5044.274248096671,4376.560819055574,4283.305475886174,5104.714719512196,4956.551737411739
199,4926.615896719662,5219.009607039296,4491.3575206046835,4922.769533249342,5683.637144390895,5090.564734710529,5063.177107495917,4668.5535379982,5016.341104573541,4869.482396993634,4984.708467861214,5078.428610509615,4833.022910052993,4869.487588591806,4915.340508957103,5071.427282290436,5045.648134345232,4377.934705304136,4284.679362134735,5106.088605760758,4957.9256236603005
200,4927.893356733548,5220.287067053183,4492.63498061857,4924.046993263229,5684.914604404781,5091.842194724415,5064.454567509804,4669.830998012088,5017.618564587428,4870.759857007521,4985.9859278751,5079.706070523503,4834.3003700668805,4870.765048605695,4916.617968970991,5072.704742304324,5046.92559435912,4379.212165318023,4285.956822148622,5107.366065774645,4959.203083674188
201,4929.0740119737875,5221.467722293423,4493.81563585881,4925.227648503469,5686.095259645021,5093.0228499646555,5065.635222750044,4671.011653252327,5018.799219827668,4871.94051224776,4987.16658311534,5080.886725763742,4835.481025307121,4871.945703845934,4917.79862421123,5073.885397544564,5048.106249599359,4380.392820558262,4287.137477388862,5108.5467210148845,4960.383738914427
202,4930.157512586753,5222.551222906389,4494.899136471776,4926.311149116434,5687.178760257987,5094.106350577621,5066.718723363009,4672.095153865293,5019.882720440633,4873.024012860726,4988.250083728305,5081.970226376708,4836.564525920086,4873.0292044589,4918.882124824197,5074.968898157529,5049.189750212326,4381.476321171229,4288.2209780018275,5109.63022162785,4961.467239527394
203,4931.143537507827,5223.537247827463,4495.885161392851,4927.297174037509,5688.164785179061,5095.092375498695,5067.7047482840835,4673.081178786367,5020.868745361708,4874.0100377818,4989.23610864938,5082.956251297782,4837.550550841161,4874.015229379974,4919.868149745271,5075.954923078603,5050.1757751334,4382.462346092303,4289.207002922903,5110.616246548924,4962.453264448468
204,4932.0317945565475,5224.425504876183,4496.77341844157,4928.185431086229,5689.053042227782,5095.9806325474165,5068.593005332805,4673.969435835088,5021.757002410428,4874.898294830521,4990.1243656981,5083.844508346503,4838.438807889881,4874.903486428694,4920.756406793991,5076.843180127324,5051.06403218212,4383.350603141023,4290.095259971623,5111.504503597645,4963.341521497188
205,4932.822020523179,5225.215730842815,4497.563644408202,4928.975657052862,5689.843268194413,5096.770858514048,5069.3832312994355,4674.759661801719,5022.54722837706,4875.688520797153,4990.914591664731,5084.634734313134,4839.229033856513,4875.693712395326,4921.546632760623,5077.633406093955,5051.854258148752,4384.140829107655,4290.8854859382545,5112.294729564277,4964.13174746382
206,4933.513981246715,5225.90769156635,4498.255605131738,4929.667617776397,5690.535228917949,5097.462819237583,5070.075192022972,4675.451622525255,5023.2391891005955,4876.380481520689,4991.606552388267,5085.326695036671,4839.9209945800485,4876.385673118861,4922.238593484159,5078.325366817491,5052.546218872287,4384.832789831191,4291.5774466617895,5112.986690287812,4964.823708187355
207,4934.107471684259,5226.5011820038935,4498.849095569281,4930.26110821394,5691.128719355493,5098.056309675126,5070.668682460514,4676.045112962797,5023.832679538139,4876.973971958231,4992.200042825811,5085.920185474213,4840.514485017591,4876.979163556404,4922.832083921701,5078.918857255034,5053.13970930983,4385.426280268734,4292.170937099333,5113.580180725356,4965.417198624898
208,4934.602315971782,5226.996026291417,4499.343939856804,4930.755952501463,5691.623563643016,5098.5511539626505,5071.163526748039,4676.539957250322,5024.327523825662,4877.468816245755,4992.6948871133345,5086.415029761737,4841.009329305115,4877.474007843928,4923.326928209225,5079.413701542558,5053.634553597354,4385.921124556257,4292.665781386857,5114.075025012879,4965.912042912422
209,4934.998367476247,5227.392077795883,4499.73999136127,4931.152004005928,5692.019615147481,5098.947205467114,5071.559578252503,4676.936008754787,5024.7235753301275,4877.86486775022,4993.090938617799,5086.811081266202,4841.4053808095805,4877.870059348394,4923.722979713691,5079.809753047023,5054.03060510182,4386.317176060723,4293.0618328913215,5114.471076517344,4966.308094416888
210,4935.295508839043,5227.6892191586785,4500.0371327240655,4931.449145368724,5692.316756510277,5099.244346829911,5071.856719615299,4677.233150117581,5025.020716692923,4878.162009113016,4993.388079980595,5087.108222628997,4841.702522172376,4878.167200711189,4924.020121076486,5080.106894409819,5054.327746464615,4386.6143174235185,4293.358974254118,5114.768217880141,4966.6052357796825
211,4935.493652010772,5227.887362330408,4500.235275895796,4931.647288540455,5692.514899682006,5099.442490001641,5072.054862787029,4677.431293289313,5025.218859864653,4878.360152284746,4993.586223152325,5087.306365800728,4841.900665344106,4878.365343882919,4924.218264248216,5080.305037581548,5054.525889636345,4386.812460595248,4293.5571174258475,5114.96636105187,4966.803378951413
212,4935.592738277338,5227.986448596972,4500.33436216236,4931.746374807018,5692.613985948571,5099.541576268205,5072.153949053592,4677.530379555877,5025.317946131218,4878.459238551309,4993.68530941889,5087.405452067293,4841.99975161067,4878.464430149484,4924.31735051478,5080.404123848114,5054.624975902908,4386.911546861813,4293.656203692411,5115.065447318434,4966.902465217977
213,4935.592738277338,5227.986448596972,4500.33436216236,4931.746374807018,5692.613985948571,5099.541576268205,5072.153949053592,4677.530379555877,5025.317946131218,4878.459238551309,4993.68530941889,5087.405452067293,4841.99975161067,4878.464430149484,4924.31735051478,5080.404123848114,5054.624975902908,4386.911546861813,4293.656203692411,5115.065447318434,4966.902465217977
214,4935.493652010772,5227.887362330408,4500.235275895796,4931.647288540455,5692.514899682006,5099.442490001641,5072.054862787029,4677.431293289313,5025.218859864653,4878.360152284746,4993.586223152325,5087.306365800728,4841.900665344106,4878.365343882919,4924.218264248216,5080.305037581548,5054.525889636345,4386.812460595248,4293.5571174258475,5114.96636105187,4966.803378951413
215,4935.295508839043,5227.6892191586785,4500.0371327240655,4931.449145368724,5692.316756510277,5099.244346829911,5071.856719615299,4677.233150117581,5025.020716692923,4878.162009113016,4993.388079980595,5087.108222628997,4841.702522172376,4878.167200711189,4924.020121076486,5080.106894409819,5054.327746464615,4386.6143174235185,4293.358974254118,5114.768217880141,4966.6052357796825
216,4934.998367476247,5227.392077795883,4499.73999136127,4931.152004005928,5692.019615147481,5098.947205467114,5071.559578252503,4676.936008754787,5024.7235753301275,4877.86486775022,4993.090938617799,5086.811081266202,4841.4053808095805,4877.870059348394,4923.722979713691,5079.809753047023,5054.03060510182,4386.317176060723,4293.0618328913215,5114.471076517344,4966.308094416888
217,4934.602315971782,5226.996026291417,4499.343939856804,4930.755952501463,5691.623563643016,5098.5511539626505,5071.163526748039,4676.539957250322,5024.327523825662,4877.468816245755,4992.6948871133345,5086.415029761737,4841.009329305115,4877.474007843928,4923.326928209225,5079.413701542558,5053.634553597354,4385.921124556257,4292.665781386857,5114.075025012879,4965.912042912422
218,4934.107471684259,5226.5011820038935,4498.849095569281,4930.26110821394,5691.128719355493,5098.056309675126,5070.668682460514,4676.045112962797,5023.832679538139,4876.973971958231,4992.200042825811,5085.920185474213,4840.514485017591,4876.979163556404,4922.832083921701,5078.918857255034,5053.13970930983,4385.426280268734,4292.170937099333,5113.580180725356,4965.417198624898
219,4933.513981246715,5225.90769156635,4498.255605131738,4929.667617776397,5690.535228917949,5097.462819237583,5070.075192022972,4675.451622525255,5023.2391891005955,4876.380481520689,4991.606552388267,5085.326695036671,4839.9209945800485,4876.385673118861,4922.238593484159,5078.325366817491,5052.546218872287,4384.832789831191,4291.5774466617895,5112.986690287812,4964.823708187355
220,4932.822020523179,5225.215730842815,4497.563644408202,4928.975657052862,5689.843268194413,5096.770858514048,5069.3832312994355,4674.759661801719,5022.54722837706,4875.688520797153,4990.914591664731,5084.634734313134,4839.229033856513,4875.693712395326,4921.546632760623,5077.633406093955,5051.854258148752,4384.140829107655,4290.8854859382545,5112.294729564277,4964.13174746382
221,4932.0317945565475,5224.425504876183,4496.77341844157,4928.185431086229,5689.053042227782,5095.9806325474165,5068.593005332805,4673.969435835088,5021.757002410428,4874.898294830521,4990.1243656981,5083.844508346503,4838.438807889881,4874.903486428694,4920.756406793991,5076.843180127324,5051.06403218212,4383.350603141023,4290.095259971623,5111.504503597645,4963.341521497188
222,4931.143537507827,5223.537247827463,4495.885161392851,4927.297174037509,5688.164785179061,5095.092375498695,5067.7047482840835,4673.081178786367,5020.868745361708,4874.0100377818,4989.23610864938,5082.956251297782,4837.550550841161,4874.015229379974,4919.868149745271,5075.954923078603,5050.1757751334,4382.462346092303,4289.207002922903,5110.616246548924,4962.453264448468
223,4930.157512586753,5222.551222906389,4494.899136471776,4926.311149116434,5687.178760257987,5094.106350577621,5066.718723363009,4672.095153865293,5019.882720440633,4873.024012860726,4988.250083728305,5081.970226376708,4836.564525920086,4873.0292044589,4918.882124824197,5074.968898157529,5049.189750212326,4381.476321171229,4288.2209780018275,5109.63022162785,4961.467239527394
224,4929.0740119737875,5221.467722293423,4493.81563585881,4925.227648503469,5686.095259645021,5093.0228499646555,5065.635222750044,4671.011653252327,5018.799219827668,4871.94051224776,4987.16658311534,5080.886725763742,4835.481025307121,4871.945703845934,4917.79862421123,5073.885397544564,5048.106249599359,4380.392820558262,4287.137477388862,5108.5467210148845,4960.383738914427
225,4927.893356733548,5220.287067053183,4492.63498061857,4924.046993263229,5684.914604404781,5091.842194724415,5064.454567509804,4669.830998012088,5017.618564587428,4870.759857007521,4985.9859278751,5079.706070523503,4834.3003700668805,4870.765048605695,4916.617968970991,5072.704742304324,5046.92559435912,4379.212165318023,4285.956822148622,5107.366065774645,4959.203083674188
226,4926.615896719662,5219.009607039296,4491.3575206046835,4922.769533249342,5683.637144390895,5090.564734710529,5063.177107495917,4668.5535379982,5016.341104573541,4869.482396993634,4984.708467861214,5078.428610509615,4833.022910052993,4869.487588591806,4915.340508957103,5071.427282290436,5045.648134345232,4377.934705304136,4284.679362134735,5106.088605760758,4957.9256236603005
227,4925.242010471099,5217.635720790734,4489.983634356122,4921.395647000781,5682.263258142333,5089.190848461967,5061.8032212473545,4667.179651749639,5014.967218324979,4868.108510745073,4983.334581612651,5077.054724261054,4831.649023804432,4868.113702343245,4913.966622708542,5070.053396041874,5044.274248096671,4376.560819055574,4283.305475886174,5104.714719512196,4956.551737411739
228,4923.772105100009,5216.165815419644,4488.513728985032,4919.9257416296905,5680.793352771243,5087.720943090877,5060.333315876265,4665.709746378548,5013.497312953889,4866.6386053739825,4981.864676241561,5075.584818889964,4830.179118433342,4866.643796972155,4912.4967173374525,5068.583490670785,5042.804342725581,4375.090913684485,4281.835570515083,5103.244814141106,4955.081832040649
229,4922.206616171076,5214.600326490711,4486.948240056098,4918.360252700757,5679.2278638423095,5086.155454161944,5058.767826947333,4664.144257449616,5011.931824024957,4865.073116445049,4980.299187312628,5074.019329961031,4828.613629504409,4865.078308043223,4910.931228408519,5067.0180017418525,5041.238853796648,4373.525424755551,4280.270081586151,5101.679325212173,4953.516343111716
230,4920.546007572455,5212.939717892091,4485.287631457478,4916.6996441021365,5677.567255243689,5084.494845563323,5057.107218348712,4662.4836488509945,5010.271215426335,4863.4125078464285,4978.638578714007,5072.3587213624105,4826.953020905788,4863.417699444602,4909.270619809899,5065.357393143231,5039.578245198028,4371.864816156931,4278.60947298753,5100.018716613552,4951.855734513095
231,4918.7907713783125,5211.184481697948,4483.532395263335,4914.944407907994,5675.8120190495465,5082.7396093691805,5055.351982154569,4660.728412656852,5008.515979232193,4861.657271652286,4976.8833425198645,5070.603485168268,4825.197784711646,4861.662463250459,4907.515383615756,5063.602156949089,5037.823009003885,4370.109579962788,4276.854236793388,5098.26348041941,4950.100498318953
232,4916.941427703015,5209.3351380226495,4481.683051588037,4913.095064232696,5673.962675374249,5080.890265693882,5053.50263847927,4658.879068981553,5006.666635556895,4859.807927976988,4975.033998844567,5068.754141492968,4823.348441036347,4859.81311957516,4905.666039940457,5061.75281327379,5035.973665328586,4368.2602362874895,4275.004893118089,5096.414136744112,4948.251154643654
233,4914.9985245470025,5207.392234866638,4479.740148432025,4911.152161076684,5672.0197722182365,5078.9473625378705,5051.55973532326,4656.936165825542,5004.723732400883,4857.865024820976,4973.091095688555,5066.811238336958,4821.405537880336,4857.870216419148,4903.723136784446,5059.809910117779,5034.030762172574,4366.317333131478,4273.061989962078,5094.4712335880995,4946.308251487642
234,4912.962637634415,5205.356347954051,4477.704261519438,4909.116274164096,5669.983885305649,5076.911475625282,5049.523848410671,4654.9002789129545,5002.687845488295,4855.829137908388,4971.055208775967,5064.77535142437,4819.369650967748,4855.8343295065615,4901.6872498718585,5057.774023205191,5031.994875259988,4364.281446218891,4271.026103049489,5092.435346675512,4944.272364575056
235,4910.834370242481,5203.228080562117,4475.575994127503,4906.9880067721615,5667.855617913714,5074.783208233349,5047.395581018737,4652.77201152102,5000.559578096361,4853.7008705164535,4968.926941384033,5062.6470840324355,4817.241383575814,4853.7060621146275,4899.5589824799235,5055.645755813257,5029.866607868053,4362.153178826956,4268.897835657555,5090.307079283578,4942.144097183121
236,4908.614353022761,5201.008063342397,4473.355976907784,4904.7679895524425,5665.635600693995,5072.563191013629,5045.175563799017,4650.5519943013005,4998.339560876641,4851.4808532967345,4966.706924164313,5060.4270668127165,4815.021366356094,4851.4860448949075,4897.3389652602045,5053.425738593537,5027.646590648334,4359.933161607237,4266.677818437836,5088.087062063859,4939.924079963402
